year,month,day_of_week,week_of_year,is_weekend,academic_period_encoded,is_exam_period,is_break_period,days_since_semester_start,sin_day,cos_day,sin_week,cos_week,temperature_2m_mean,relative_humidity_2m_mean,pm2_5_mean,pm10_mean,precipitation_sum,wind_speed_10m_mean,temperature_range,heat_humidity_index,is_rainy_day,is_hot_day,is_humid_day,is_high_pollution,temp_humidity_interaction,pollution_weather_stress,pollution_respiratory_risk_lag1,temp_systemic_risk_lag1,respiratory_digestive_interaction_lag1,pain_systemic_interaction_lag1,systemic_respiratory_combo_lag1,respiratory_count,digestive_count,pain_musculoskeletal_count,dermatological_trauma_count,neuro_psych_count,systemic_infectious_count,cardiovascular_chronic_count,other_count,visit_count_lag_1,visit_count_lag_3,visit_count_lag_7,visit_count_lag_14,respiratory_count_lag_1,respiratory_count_lag_3,respiratory_count_lag_7,respiratory_count_lag_14,digestive_count_lag_1,digestive_count_lag_3,digestive_count_lag_7,digestive_count_lag_14,pain_musculoskeletal_count_lag_1,pain_musculoskeletal_count_lag_3,pain_musculoskeletal_count_lag_7,pain_musculoskeletal_count_lag_14,dermatological_trauma_count_lag_1,dermatological_trauma_count_lag_3,dermatological_trauma_count_lag_7,dermatological_trauma_count_lag_14,neuro_psych_count_lag_1,neuro_psych_count_lag_3,neuro_psych_count_lag_7,neuro_psych_count_lag_14,systemic_infectious_count_lag_1,systemic_infectious_count_lag_3,systemic_infectious_count_lag_7,systemic_infectious_count_lag_14,cardiovascular_chronic_count_lag_1,cardiovascular_chronic_count_lag_3,cardiovascular_chronic_count_lag_7,cardiovascular_chronic_count_lag_14,other_count_lag_1,other_count_lag_3,other_count_lag_7,other_count_lag_14,visit_count_rolling_3d,visit_count_rolling_std_3d,visit_count_rolling_7d,visit_count_rolling_std_7d,visit_count_rolling_14d,visit_count_rolling_std_14d,visit_count_rolling_30d,visit_count_rolling_std_30d,respiratory_count_rolling_3d,respiratory_count_rolling_std_3d,respiratory_count_rolling_7d,respiratory_count_rolling_std_7d,respiratory_count_rolling_14d,respiratory_count_rolling_std_14d,respiratory_count_rolling_30d,respiratory_count_rolling_std_30d,digestive_count_rolling_3d,digestive_count_rolling_std_3d,digestive_count_rolling_7d,digestive_count_rolling_std_7d,target,date
2022,9,1,39,False,2,False,False,57,-0.9979171608653922,-0.06450844944931625,0.7818314824680298,0.6234898018587336,25.71167,89.99518,9.64,13.96,36.700005,4.602945,8.149999999999999,23.139263697506003,True,False,True,False,2313.9263697506003,0.3985497333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.577350269189623,0.2857142857142857,0.487950036474267,0.7857142857142857,1.8883680959850135,0.7857142857142857,1.8883680959850135,0.0,0.0,0.0,0.0,0.21428571428571427,0.5789342235218394,0.21428571428571427,0.5789342235218394,0.3333333333333333,0.5773502691896258,0.14285714285714285,0.3779644730092273,1.0,2022-09-27
2022,9,2,39,False,2,False,False,58,-0.9988797155850335,-0.04732138832243232,0.9749279121818236,-0.22252093395631434,25.655416,88.21952,7.53,10.9,4.9,5.0893073,9.3,22.6330848492032,False,False,True,False,2263.30848492032,0.31733930000000005,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.081665999466132,0.7142857142857143,1.4960264830861913,0.5714285714285714,1.1578684470436789,1.0,2.0,1.0,1.7320508075688772,0.42857142857142855,1.1338934190276817,0.2857142857142857,0.825420305855557,0.4,0.9102589898327995,1.0,1.0,0.42857142857142855,0.7867957924694432,4.0,2022-09-28
2022,9,3,39,False,2,False,False,59,-0.9995462806873573,-0.03012030484690836,0.43388373911755823,-0.900968867902419,25.513748,88.30814,6.14,8.84,13.400001,5.0754676,8.2,22.5307163030872,True,False,True,False,2253.0716303087197,0.2497547333333333,18.419999999999998,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7320508075688765,0.8571428571428571,1.4638501094227998,0.6428571428571429,1.1507283885330302,1.0,1.9321835661585918,1.0,1.7320508075688772,0.42857142857142855,1.1338934190276817,0.2857142857142857,0.825420305855557,0.375,0.8850612031567836,1.3333333333333333,0.5773502691896257,0.5714285714285714,0.7867957924694432,1.0,2022-09-29
2022,9,4,39,False,2,False,False,60,-0.9999166586547379,-0.012910296075008843,-0.433883739117558,-0.9009688679024191,26.12208,87.15748,5.1,7.53,3.9,4.8869615,8.3,22.767346651584003,False,False,True,False,2276.7346651584003,0.21289099999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.081665999466132,0.8571428571428571,1.4638501094227998,0.6428571428571429,1.1507283885330302,0.9411764705882353,1.8864844365675972,1.0,1.7320508075688772,0.42857142857142855,1.1338934190276817,0.2857142857142857,0.825420305855557,0.35294117647058826,0.8617697249402124,1.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2022-09-30
2022,10,5,39,True,2,False,False,61,-0.9999907397361901,0.004303538296243821,-0.9749279121818236,-0.2225209339563146,25.43875,90.25179,4.46,6.58,19.199999,3.9850905,5.400001,22.958927228625,True,False,True,False,2295.8927228625,0.17041660594666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896226,0.8571428571428571,1.4638501094227998,0.6428571428571429,1.1507283885330302,0.8888888888888888,1.843554395849907,0.0,0.0,0.42857142857142855,1.1338934190276817,0.2857142857142857,0.825420305855557,0.3333333333333333,0.8401680504168059,0.3333333333333333,0.5773502691896258,0.5714285714285714,0.7867957924694432,0.0,2022-10-01
2022,10,6,39,True,2,False,False,62,-0.9997685019798909,0.021516097436222233,-0.7818314824680299,0.6234898018587334,25.436666,91.210976,7.25,10.81,24.7,4.148599,5.75,23.20103132046016,True,False,True,False,2320.103132046016,0.27653916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.4638501094227998,0.6428571428571429,1.1507283885330302,0.8421052631578947,1.803181074740996,0.0,0.0,0.42857142857142855,1.1338934190276817,0.2857142857142857,0.825420305855557,0.3157894736842105,0.8200698871944031,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,2022-10-02
2022,10,0,40,False,2,False,False,63,-0.9992500112396835,0.03872228089217399,0.0,1.0,25.869997,89.1249,7.2,10.86,18.9,4.767055,7.849999,23.056608956253,True,False,True,False,2305.6608956253,0.29527200000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896226,1.0,1.4142135623730951,0.7142857142857143,1.1387288073563857,0.85,1.7554426642213128,0.3333333333333333,0.5773502691896258,0.5714285714285714,1.1338934190276817,0.35714285714285715,0.8418973861410954,0.35,0.812727700887249,0.0,0.0,0.5714285714285714,0.7867957924694432,1.0,2022-10-03
2022,10,1,40,False,2,False,False,64,-0.9984354211555643,0.05591699010060302,0.7818314824680298,0.6234898018587336,25.978338,86.58665,5.91,8.7,13.999999,5.1355267,8.200001,22.493772599877005,True,False,True,False,2249.3772599877,0.24158110788,5.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896226,0.8571428571428571,1.4638501094227998,0.5714285714285714,1.0894095588038444,0.8095238095238095,1.7210185245675775,0.3333333333333333,0.5773502691896258,0.5714285714285714,1.1338934190276817,0.2857142857142857,0.825420305855557,0.3333333333333333,0.7958224257542215,0.0,0.0,0.42857142857142855,0.7867957924694432,0.0,2022-10-04
2022,10,2,40,False,2,False,False,65,-0.9973249731081555,0.07309512989807776,0.9749279121818236,-0.22252093395631434,25.605417,89.83677,5.25,7.66,4.8999996,4.3392215,8.25,23.0030795778309,False,False,True,False,2300.30795778309,0.2174025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896227,0.42857142857142855,0.5345224838248491,0.5714285714285714,1.0894095588038444,0.8181818181818182,1.680032982566361,0.6666666666666666,0.5773502691896258,0.2857142857142857,0.48795003647426655,0.35714285714285715,0.8418973861410954,0.36363636363636365,0.7895420339517227,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,2022-10-05
2022,10,3,40,False,2,False,False,66,-0.9959189961471792,0.0902516100310407,0.43388373911755823,-0.900968867902419,26.140837,87.125,5.6,8.29,1.7,5.110639,8.25,22.77520423625,False,False,True,False,2277.520423625,0.23226933333333333,5.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896227,0.42857142857142855,0.5345224838248491,0.6428571428571429,1.0818177620697815,0.8260869565217391,1.6418441381303657,0.3333333333333333,0.5773502691896257,0.2857142857142857,0.48795003647426655,0.35714285714285715,0.8418973861410954,0.34782608695652173,0.7751067757631797,0.0,0.0,0.0,0.0,1.0,2022-10-06
2022,10,4,40,False,2,False,False,67,-0.994217906893952,0.10738134666416306,-0.433883739117558,-0.9009688679024191,25.801252,88.669624,5.9,8.7,8.5,4.7685966,7.75,22.87787313569248,True,False,True,False,2287.787313569248,0.2427456666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896227,0.42857142857142855,0.5345224838248491,0.6428571428571429,1.0818177620697815,0.7916666666666666,1.6145847942957392,0.3333333333333333,0.5773502691896257,0.2857142857142857,0.48795003647426655,0.35714285714285715,0.8418973861410954,0.3333333333333333,0.761386987626881,0.0,0.0,0.0,0.0,0.0,2022-10-07
2022,10,5,40,True,2,False,False,68,-0.9922222094179324,0.12447926388678869,-0.9749279121818236,-0.2225209339563146,25.140833,89.29645,4.44,6.51,6.0,4.2587633,7.200001,22.4498713694285,True,False,True,False,2244.9871369428497,0.17705240592000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896226,0.42857142857142855,0.5345224838248491,0.6428571428571429,1.0818177620697815,0.76,1.5885003409925138,0.0,0.0,0.2857142857142857,0.48795003647426655,0.35714285714285715,0.8418973861410954,0.32,0.7483314773547882,0.0,0.0,0.0,0.0,0.0,2022-10-08
2022,10,6,40,True,2,False,False,69,-0.989932495087353,0.141540295217043,-0.7818314824680299,0.6234898018587334,24.930418,88.43987,9.53,14.14,12.099999,10.19683,7.149999999999999,22.0484292696566,True,False,True,False,2204.84292696566,0.3743066333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248491,0.6428571428571429,1.0818177620697815,0.7307692307692307,1.56352658583581,0.0,0.0,0.2857142857142857,0.48795003647426655,0.35714285714285715,0.8418973861410954,0.3076923076923077,0.7358929688062399,0.0,0.0,0.0,0.0,0.0,2022-10-09
2022,10,0,41,False,2,False,False,70,-0.9873494423939864,0.15855938510313475,0.0,1.0,25.032503,86.36704,6.39,9.69,10.5,16.458605,4.050000000000001,21.6198318790112,True,False,True,False,2161.98318790112,0.2330859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896226,0.42857142857142855,0.5345224838248491,0.7142857142857143,1.0690449676496976,0.7407407407407407,1.534039228076112,0.0,0.0,0.14285714285714285,0.37796447300922714,0.35714285714285715,0.8418973861410954,0.2962962962962963,0.7240279857964913,0.0,0.0,0.0,0.0,1.0,2022-10-10
